Time(s),I-Raw(V),II-Raw(V),III-Raw(V),V1-Raw(V),V2-Raw(V),V3-Raw(V),V4-Raw(V),V5-Raw(V),V6-Raw(V),LA-Raw(V),RA-Raw(V),LL-Raw(V)
5.1100,1.828134,1.628990,1.814778,1.755244,1.568830,1.532169,1.653926,1.516663,1.700733,1.801811,1.764108,1.782860
5.1113,1.832058,1.629518,1.813391,1.754048,1.567728,1.533270,1.652874,1.514508,1.700059,1.688156,1.645919,1.665589
5.1125,1.839382,1.630042,1.812630,1.751031,1.565143,1.532410,1.649715,1.509725,1.698051,1.422105,1.373000,1.389970
5.1137,1.850531,1.630281,1.812483,1.748352,1.562275,1.531550,1.646509,1.504074,1.695563,1.035450,0.979883,0.998532
5.1150,1.859435,1.629658,1.811668,1.746197,1.560215,1.531884,1.645214,1.499624,1.694750,0.682145,0.621885,0.647429
5.1162,1.862689,1.630235,1.811432,1.745289,1.559640,1.532793,1.645886,1.499194,1.694940,0.558066,0.497204,0.529980
5.1175,1.859195,1.629468,1.811574,1.746389,1.560692,1.533413,1.647561,1.502016,1.695660,0.658504,0.597431,0.633500
5.1188,1.852112,1.628895,1.809515,1.748735,1.562418,1.534563,1.650768,1.507284,1.697668,0.968848,0.910138,0.948950
5.1200,1.841440,1.628319,1.809037,1.750745,1.564329,1.535330,1.654260,1.513458,1.698914,1.411844,1.358439,1.395156
5.1212,1.830575,1.627267,1.808222,1.753567,1.565624,1.534947,1.657037,1.519819,1.700253,1.902932,1.856081,1.888099
5.1225,1.823110,1.628846,1.809184,1.754477,1.565049,1.532985,1.657037,1.523315,1.700110,2.228375,2.183812,2.208143
5.1238,1.821769,1.630137,1.810665,1.753616,1.563947,1.530591,1.655361,1.523509,1.699630,2.314786,2.273466,2.294859
5.1250,1.821434,1.631860,1.812913,1.752419,1.563327,1.528964,1.654260,1.522119,1.698817,2.287638,2.249198,2.269194
5.1262,1.822917,1.632627,1.814348,1.750793,1.563232,1.527912,1.653400,1.520730,1.699390,2.191161,2.154536,2.174535
5.1275,1.824881,1.632148,1.813969,1.749597,1.563803,1.528104,1.652396,1.519006,1.699630,2.063348,2.025743,2.046506
5.1288,1.829187,1.631526,1.813586,1.749405,1.563803,1.528389,1.651773,1.517288,1.700013,1.927773,1.888294,1.909882
5.1300,1.832824,1.632004,1.812819,1.748973,1.564091,1.529391,1.651628,1.516280,1.701065,1.804571,1.761789,1.784431
5.1312,1.836365,1.631097,1.811910,1.747539,1.564379,1.529156,1.650768,1.515084,1.701689,1.691306,1.644404,1.666982
5.1325,1.844071,1.631048,1.811096,1.744331,1.562463,1.528482,1.647561,1.510107,1.700299,1.423339,1.369414,1.388488
5.1338,1.854170,1.630474,1.810423,1.742562,1.560935,1.528246,1.644639,1.504122,1.698097,1.034963,0.975740,0.995806
5.1350,1.862401,1.629947,1.809993,1.741363,1.560935,1.529440,1.643490,1.500249,1.697525,0.681170,0.619010,0.644792
5.1363,1.864172,1.628463,1.808270,1.741174,1.560692,1.530449,1.643345,1.500438,1.698245,0.562255,0.499553,0.530692
5.1375,1.861636,1.627218,1.805927,1.742562,1.561267,1.530399,1.644210,1.502399,1.698674,0.666103,0.603274,0.636345
5.1387,1.854790,1.625016,1.803342,1.745576,1.561987,1.530640,1.646219,1.507236,1.699487,0.984792,0.923957,0.957278
5.1400,1.843593,1.622959,1.801956,1.750026,1.563803,1.531451,1.649141,1.513695,1.701065,1.428470,1.372784,1.403899
5.1413,1.831676,1.622002,1.800616,1.753664,1.566388,1.531736,1.652057,1.520062,1.702261,1.919493,1.870394,1.896101
5.1425,1.823923,1.621331,1.800663,1.754766,1.566627,1.530208,1.652777,1.523078,1.701929,2.242826,2.197384,2.214455
5.1437,1.819711,1.621190,1.802528,1.754717,1.566582,1.528104,1.652106,1.523267,1.700825,2.326119,2.286111,2.298178
5.1450,1.817558,1.620374,1.804540,1.754861,1.566726,1.526904,1.651676,1.522308,1.700493,2.296568,2.261131,2.270320
5.1463,1.818370,1.620230,1.805974,1.754766,1.566914,1.525994,1.650908,1.520590,1.699967,2.198955,2.165974,2.173913
5.1475,1.820571,1.618939,1.805927,1.754094,1.566770,1.525041,1.649280,1.518338,1.699533,2.071596,2.038635,2.046269
5.1487,1.824017,1.618700,1.806116,1.754239,1.566532,1.524751,1.647991,1.515370,1.698771,1.935859,1.901031,1.909022
5.1500,1.827989,1.618172,1.804445,1.754239,1.565768,1.524849,1.646552,1.512547,1.697478,1.812787,1.775547,1.784431
5.1513,1.830623,1.616787,1.803390,1.754142,1.565530,1.524893,1.645499,1.510489,1.695752,1.698190,1.656987,1.665737
5.1525,1.837848,1.617409,1.803773,1.752036,1.563803,1.524318,1.642582,1.504413,1.693841,1.426099,1.378812,1.383895
5.1537,1.847087,1.616498,1.802670,1.749883,1.562463,1.524701,1.639617,1.498666,1.691828,1.036262,0.983221,0.989345
5.1550,1.855748,1.614631,1.801189,1.748879,1.561267,1.524893,1.637221,1.494216,1.690106,0.684678,0.628995,0.640198
5.1562,1.857231,1.612334,1.799754,1.749786,1.560166,1.525419,1.636598,1.493214,1.689770,0.568035,0.513001,0.528558
5.1575,1.853737,1.610182,1.798462,1.750840,1.560409,1.525660,1.636840,1.494793,1.689917,0.672500,0.618329,0.635960
5.1588,1.846370,1.608888,1.795830,1.752946,1.561461,1.525994,1.638752,1.499339,1.690729,0.992748,0.940342,0.958760
5.1600,1.836365,1.607597,1.793146,1.755674,1.563039,1.525419,1.641051,1.505033,1.691736,1.438504,1.390374,1.405737
5.1612,1.825646,1.606352,1.790803,1.758593,1.564666,1.524367,1.643345,1.511206,1.692451,1.931670,1.889284,1.899242
5.1625,1.817700,1.605202,1.789322,1.759838,1.564523,1.522022,1.643302,1.513937,1.692115,2.252308,2.212842,2.213774
5.1638,1.814923,1.603911,1.790373,1.759311,1.562989,1.519918,1.641862,1.512833,1.690296,2.336120,2.300734,2.296104
5.1650,1.814493,1.603001,1.791523,1.759217,1.562081,1.517765,1.640670,1.511448,1.689483,2.306310,2.274672,2.266615
5.1662,1.815594,1.603050,1.792190,1.759025,1.562369,1.516522,1.639279,1.509342,1.688911,2.209671,2.180010,2.170712
5.1675,1.816887,1.603099,1.793577,1.758882,1.562845,1.516713,1.639375,1.507807,1.688860,2.079097,2.049579,2.041438
5.1688,1.819518,1.604055,1.795783,1.758976,1.563421,1.516807,1.639042,1.506756,1.689100,1.940210,1.910059,1.903569
5.1700,1.823059,1.604245,1.795589,1.758882,1.562706,1.516856,1.638801,1.504699,1.689100,1.814865,1.782224,1.777822
5.1712,1.826651,1.605346,1.795111,1.758020,1.562369,1.517332,1.638468,1.502975,1.689391,1.698774,1.662552,1.657883
5.1725,1.834499,1.605635,1.794633,1.754955,1.560453,1.517190,1.635836,1.497664,1.686612,1.424118,1.380265,1.373611
5.1738,1.844599,1.605490,1.794060,1.751271,1.558205,1.517382,1.633059,1.492352,1.685130,1.034768,0.983685,0.979476
5.1750,1.853930,1.605730,1.792574,1.749070,1.556816,1.518483,1.631576,1.488043,1.683980,0.686593,0.631437,0.633649
5.1762,1.856371,1.606018,1.792190,1.748973,1.557392,1.519820,1.632006,1.487709,1.684027,0.572289,0.516928,0.524824
5.1775,1.853737,1.604485,1.791523,1.749692,1.557535,1.520110,1.632194,1.489767,1.684696,0.677144,0.622163,0.632315
5.1787,1.845889,1.602427,1.789511,1.752946,1.559451,1.520729,1.634444,1.495127,1.686039,0.998593,0.945845,0.957575
5.1800,1.835888,1.600321,1.787357,1.755865,1.561605,1.520444,1.637506,1.501111,1.687715,1.444836,1.398196,1.407070
5.1813,1.824640,1.598981,1.785298,1.758066,1.563659,1.519628,1.639617,1.507236,1.689151,1.938684,1.898249,1.901850
5.1825,1.816359,1.599796,1.785587,1.758690,1.563470,1.517524,1.639950,1.509676,1.688288,2.255945,2.218530,2.213922
5.1837,1.813728,1.600609,1.787499,1.759120,1.563470,1.515464,1.639757,1.510059,1.686898,2.336120,2.302619,2.294177
5.1850,1.811480,1.600848,1.789894,1.758928,1.562989,1.514703,1.639424,1.509913,1.686422,2.303582,2.274332,2.263118
5.1863,1.811910,1.600465,1.791906,1.759071,1.562801,1.514177,1.638994,1.508286,1.685753,2.205157,2.178310,2.166029
5.1875,1.814588,1.600704,1.792715,1.758498,1.562895,1.514177,1.638178,1.506326,1.685273,2.076012,2.048806,2.037674
5.1887,1.818082,1.600992,1.793099,1.758307,1.563902,1.515179,1.636598,1.503406,1.684844,1.939593,1.910059,1.900724
5.1900,1.821241,1.600609,1.792668,1.758115,1.564284,1.515755,1.634256,1.501014,1.685273,1.815579,1.784017,1.775540
5.1913,1.825741,1.601710,1.791665,1.757637,1.563515,1.515612,1.632865,1.498429,1.685130,1.700528,1.664252,1.656313
5.1925,1.833734,1.603194,1.792143,1.755339,1.562225,1.515322,1.629659,1.492972,1.683501,1.421196,1.377823,1.367683
5.1937,1.844213,1.603721,1.792715,1.752851,1.560022,1.515755,1.627317,1.487661,1.681682,1.030806,0.980965,0.973756
5.1950,1.851966,1.602378,1.791617,1.750840,1.559307,1.517239,1.626645,1.484116,1.681299,0.685717,0.632365,0.631604
5.1963,1.854742,1.601087,1.789800,1.750745,1.559739,1.518483,1.627317,1.484213,1.681875,0.574270,0.520266,0.524527
5.1975,1.852207,1.600943,1.788555,1.751223,1.560121,1.518867,1.628654,1.487467,1.682928,0.683411,0.628872,0.636612
5.1988,1.845317,1.598791,1.786354,1.752563,1.560935,1.519343,1.631431,1.492541,1.684507,1.008920,0.956758,0.964984
5.2000,1.834405,1.598502,1.785587,1.755530,1.562944,1.520061,1.635449,1.499910,1.686566,1.455650,1.408738,1.415576
5.2012,1.823110,1.597929,1.784342,1.758976,1.564999,1.519918,1.638656,1.507333,1.688957,1.946315,1.905761,1.907926
5.2025,1.815164,1.597595,1.784962,1.760078,1.565143,1.517858,1.638849,1.510247,1.688481,2.259387,2.222580,2.215759
5.2038,1.811717,1.597975,1.787215,1.760078,1.564190,1.516040,1.637941,1.510344,1.687189,2.337030,2.304907,2.293229
5.2050,1.810522,1.598073,1.788408,1.760124,1.564284,1.514555,1.637941,1.509342,1.686182,2.303940,2.275476,2.261370
5.2062,1.811670,1.598024,1.789800,1.759743,1.564905,1.514177,1.637555,1.508189,1.686039,2.204930,2.178650,2.163866
5.2075,1.813251,1.597975,1.791045,1.759455,1.564379,1.514894,1.636792,1.506423,1.686422,2.073739,2.048002,2.034088
5.2088,1.816887,1.598552,1.791665,1.759217,1.564379,1.515612,1.636217,1.504887,1.687235,1.936866,1.909007,1.896634
5.2100,1.820523,1.599937,1.791807,1.758928,1.565098,1.516423,1.636217,1.503357,1.687189,1.813858,1.782966,1.772962
5.2112,1.824928,1.600897,1.791954,1.758785,1.565098,1.516900,1.635546,1.501682,1.686949,1.697281,1.662150,1.652786
5.2125,1.832729,1.601277,1.792096,1.756392,1.563277,1.516807,1.632817,1.496225,1.684844,1.415740,1.373124,1.361993
5.2138,1.843830,1.602139,1.791570,1.752851,1.561892,1.517048,1.630475,1.490052,1.682974,1.025676,0.976513,0.968333
5.2150,1.853165,1.602761,1.790898,1.751320,1.560885,1.517809,1.628557,1.485937,1.682499,0.681041,0.627511,0.626506
5.2162,1.855511,1.602139,1.789653,1.751271,1.560215,1.518910,1.628418,1.486034,1.682499,0.571152,0.516959,0.521741
5.2175,1.853883,1.601566,1.788313,1.752946,1.561123,1.519677,1.629997,1.489433,1.683214,0.683476,0.628531,0.636464
5.2188,1.845506,1.600560,1.787310,1.755290,1.563232,1.520538,1.632769,1.494410,1.684844,1.009731,0.956758,0.966525
5.2200,1.835312,1.600036,1.785634,1.758066,1.565386,1.521162,1.635401,1.501063,1.686709,1.459936,1.412386,1.420377
5.2213,1.823635,1.598935,1.784484,1.760940,1.566676,1.520729,1.637700,1.507667,1.688001,1.952810,1.911357,1.913912
5.2225,1.816694,1.598647,1.784006,1.761226,1.566627,1.518960,1.638129,1.510441,1.688048,2.265524,2.227619,2.220827
5.2237,1.813969,1.597834,1.785823,1.760459,1.565768,1.516472,1.637415,1.510344,1.686755,2.341771,2.308277,2.296874
5.2250,1.812482,1.598552,1.787835,1.759408,1.565192,1.515086,1.636647,1.509391,1.686039,2.307642,2.277455,2.264719
5.2263,1.813969,1.599076,1.789511,1.758833,1.564954,1.514078,1.636265,1.508286,1.686469,2.207040,2.178557,2.166118
5.2275,1.816217,1.600419,1.791423,1.758928,1.565431,1.514270,1.636314,1.507376,1.686898,2.075720,2.047136,2.035659
5.2287,1.820188,1.600658,1.791906,1.758833,1.565530,1.515086,1.635975,1.505512,1.687281,1.938977,1.908544,1.898116
5.2300,1.824210,1.601661,1.791906,1.758882,1.565242,1.515755,1.635836,1.504171,1.687424,1.816359,1.782904,1.774858
5.2313,1.826794,1.601949,1.792432,1.758355,1.565049,1.516664,1.635691,1.502878,1.688001,1.697670,1.660542,1.654060
5.2325,1.833782,1.604006,1.794155,1.755722,1.562801,1.516423,1.632817,1.497136,1.685989,1.410382,1.366755,1.358763
5.2337,1.842876,1.606208,1.795830,1.753567,1.560741,1.517283,1.630330,1.490914,1.683501,1.016908,0.968011,0.963650
5.2350,1.849383,1.606974,1.798557,1.753281,1.559689,1.518867,1.629610,1.486944,1.682448,0.671656,0.620957,0.624461
5.2363,1.850771,1.608504,1.800805,1.754669,1.559401,1.520779,1.631286,1.486944,1.682831,0.563456,0.513991,0.525476
5.2375,1.846800,1.609605,1.804540,1.757540,1.560647,1.523556,1.634160,1.489718,1.683261,0.673474,0.625378,0.642451
5.2387,1.837465,1.611905,1.807172,1.762182,1.564428,1.525945,1.638323,1.495272,1.684364,0.998236,0.954130,0.975416
5.2400,1.825165,1.611712,1.808417,1.768979,1.569976,1.529298,1.642818,1.500820,1.684364,1.447856,1.409975,1.430898
5.2412,1.814351,1.611043,1.806694,1.775537,1.576537,1.530208,1.645214,1.505130,1.683071,1.937190,1.905514,1.920225
5.2425,1.805352,1.609844,1.805785,1.779844,1.581082,1.529249,1.644403,1.505609,1.679863,2.244189,2.216026,2.220234
5.2438,1.801668,1.606830,1.805832,1.781232,1.582854,1.527671,1.643828,1.503934,1.676705,2.317513,2.295107,2.292666
5.2450,1.800423,1.605730,1.807361,1.781470,1.584382,1.527479,1.645166,1.504699,1.676992,2.282800,2.264192,2.259058
5.2462,1.802051,1.607597,1.809709,1.781135,1.586491,1.530399,1.648851,1.507855,1.679770,2.183790,2.166778,2.162680
5.2475,1.804922,1.610084,1.811957,1.780560,1.589265,1.534996,1.653352,1.511637,1.684027,2.053216,2.035605,2.033881
5.2488,1.809804,1.611427,1.811385,1.780514,1.593240,1.539779,1.657273,1.515181,1.688431,1.916927,1.896579,1.896871
5.2500,1.814734,1.610565,1.809373,1.780849,1.598262,1.544803,1.660383,1.518386,1.691828,1.798499,1.772919,1.774325
5.2512,1.821387,1.609654,1.804924,1.780752,1.605443,1.550928,1.665217,1.522647,1.695420,1.685266,1.653339,1.653290
5.2525,1.831341,1.607741,1.798893,1.778599,1.613338,1.558302,1.669240,1.524991,1.698624,1.403368,1.361871,1.357014
5.2538,1.845936,1.606496,1.792574,1.774913,1.622622,1.570646,1.676658,1.529009,1.704223,1.019960,0.967795,0.964124
5.2550,1.860772,1.605156,1.785014,1.771612,1.632245,1.585439,1.687524,1.537434,1.713174,0.689548,0.628253,0.630359
5.2562,1.869819,1.606686,1.778837,1.769217,1.639807,1.601042,1.702022,1.552748,1.725043,0.594987,0.526450,0.535730
5.2575,1.875659,1.606162,1.769124,1.766347,1.644591,1.613627,1.715327,1.570697,1.737631,0.724295,0.646493,0.659403
5.2588,1.877620,1.604963,1.758113,1.763570,1.647320,1.622765,1.727966,1.589890,1.750312,1.071333,0.985911,1.000162
5.2600,1.876231,1.604917,1.747634,1.759838,1.647127,1.630282,1.741077,1.610564,1.764096,1.535176,1.446733,1.458786
5.2613,1.875612,1.605635,1.738635,1.753807,1.642532,1.638851,1.756821,1.633824,1.780179,2.036558,1.943725,1.952914
5.2625,1.877284,1.608744,1.732221,1.744954,1.633679,1.647513,1.771850,1.655505,1.796115,2.350993,2.251208,2.254850
5.2637,1.883602,1.609225,1.724756,1.736051,1.626453,1.656700,1.785826,1.674073,1.809945,2.434221,2.329701,2.329800
5.2650,1.891020,1.606879,1.714849,1.728154,1.617789,1.662875,1.795591,1.689102,1.821338,2.409477,2.299930,2.295066
5.2663,1.899396,1.603862,1.705467,1.720689,1.608316,1.667466,1.803439,1.701018,1.832154,2.320598,2.205515,2.196377
5.2675,1.908538,1.598935,1.694845,1.713846,1.599413,1.669767,1.807553,1.709108,1.840436,2.200871,2.078763,2.065384
5.2687,1.918349,1.589650,1.680200,1.708196,1.590416,1.668041,1.805448,1.710159,1.843113,2.077766,1.948177,1.927308
5.2700,1.927298,1.577588,1.661819,1.706138,1.584382,1.664360,1.795731,1.702978,1.840865,1.970703,1.832956,1.800849
5.2713,1.934621,1.563566,1.642724,1.702838,1.575484,1.654832,1.779509,1.689770,1.834402,1.866335,1.720363,1.674183
5.2725,1.943667,1.548060,1.625878,1.697669,1.563039,1.639136,1.756584,1.667087,1.821864,1.584632,1.431430,1.367535
5.2737,1.952521,1.535617,1.613911,1.691350,1.549253,1.623105,1.734379,1.643250,1.809036,1.199503,1.041558,0.967710
5.2750,1.959797,1.529107,1.608312,1.685656,1.534038,1.609030,1.716476,1.622862,1.798220,0.861882,0.702233,0.628492
5.2763,1.958598,1.523649,1.606541,1.681395,1.516134,1.591706,1.699057,1.606017,1.787118,0.762061,0.604634,0.531314
5.2775,1.950703,1.519967,1.607072,1.678238,1.497758,1.571703,1.681589,1.590175,1.774723,0.877437,0.723874,0.651075
5.2787,1.936679,1.518817,1.611521,1.677998,1.477899,1.546578,1.662633,1.574909,1.762185,1.205251,1.059953,0.987478
5.2800,1.917537,1.515370,1.616927,1.678667,1.455737,1.514412,1.639757,1.556002,1.746675,1.646753,1.514715,1.439789
5.2812,1.898201,1.511016,1.621381,1.682545,1.437311,1.478899,1.612239,1.534466,1.729160,2.127352,2.010038,1.925056
5.2825,1.879488,1.506230,1.627459,1.685943,1.420752,1.443967,1.584335,1.509913,1.709776,2.415809,2.312667,2.213596
5.2838,1.866470,1.498619,1.632339,1.690107,1.406777,1.409697,1.556436,1.485123,1.691736,2.475851,2.388626,2.278648
5.2850,1.855748,1.491487,1.636216,1.695036,1.394575,1.377915,1.531067,1.462871,1.675030,2.430487,2.356072,2.236949
5.2862,1.847372,1.486750,1.641721,1.702646,1.385717,1.352362,1.510205,1.441475,1.659620,2.321378,2.258102,2.133726
5.2875,1.842730,1.485364,1.647704,1.710111,1.383806,1.338819,1.497566,1.425778,1.648564,2.181160,2.125259,1.999028
5.2888,1.841535,1.485171,1.652968,1.714707,1.388878,1.338194,1.494171,1.417499,1.642965,2.037532,1.984100,1.859678
5.2900,1.841488,1.487084,1.658042,1.718153,1.400267,1.346473,1.497378,1.414579,1.640140,1.909978,1.857286,1.736064
5.2912,1.843258,1.489384,1.662061,1.720401,1.412951,1.356860,1.501922,1.413814,1.638704,1.785932,1.731492,1.612391
5.2925,1.850101,1.494455,1.668044,1.719922,1.423144,1.366908,1.505800,1.411659,1.637268,1.485460,1.425834,1.309922
5.2938,1.859100,1.503311,1.677043,1.719015,1.433148,1.379208,1.510871,1.410991,1.638035,1.086368,1.021185,0.915076
5.2950,1.866278,1.511016,1.686089,1.717865,1.441812,1.391508,1.518385,1.412376,1.639900,0.743648,0.675832,0.584511
5.2962,1.866806,1.518099,1.694845,1.717530,1.449419,1.403473,1.527146,1.417256,1.641672,0.639021,0.573008,0.495572
5.2975,1.862354,1.526811,1.704511,1.719396,1.457558,1.414721,1.537384,1.424819,1.644737,0.751052,0.686683,0.621735
5.2988,1.852782,1.533894,1.712837,1.723800,1.466411,1.424819,1.548443,1.435302,1.647609,1.082958,1.022267,0.966762
5.3000,1.841247,1.540783,1.719587,1.728489,1.475839,1.432861,1.558730,1.446167,1.651533,1.531734,1.477648,1.426393
5.3012,1.828805,1.546192,1.725329,1.732988,1.483829,1.439463,1.567823,1.456692,1.656223,2.016554,1.969230,1.918536
5.3025,1.820669,1.550835,1.731743,1.735189,1.490965,1.444969,1.574430,1.464304,1.658281,2.308486,2.265429,2.212203
5.3037,1.817795,1.556912,1.738399,1.737201,1.498954,1.450662,1.580414,1.468753,1.660193,2.373724,2.334957,2.281789
5.3050,1.817893,1.561076,1.743804,1.738254,1.507137,1.456645,1.585823,1.472346,1.662109,2.331964,2.296715,2.245751
5.3063,1.820286,1.563949,1.748253,1.739259,1.514268,1.463252,1.591226,1.475503,1.664597,2.229869,2.195931,2.149137
5.3075,1.822247,1.568064,1.753853,1.741028,1.521067,1.470237,1.596684,1.478374,1.667851,2.095431,2.060585,2.019003
5.3087,1.826316,1.574478,1.759169,1.743518,1.528962,1.478039,1.602426,1.481536,1.671346,1.956252,1.919549,1.884454
5.3100,1.829523,1.580939,1.765531,1.746580,1.536862,1.486608,1.608506,1.484693,1.674886,1.830614,1.791375,1.763626
5.3113,1.833064,1.586348,1.769507,1.748879,1.543606,1.493736,1.612766,1.487418,1.677232,1.706893,1.663819,1.640576
5.3125,1.840147,1.589650,1.773048,1.748830,1.546961,1.498091,1.613915,1.485026,1.676608,1.405641,1.356522,1.333898
5.3137,1.850196,1.592998,1.777019,1.748255,1.549209,1.501970,1.614629,1.481439,1.676322,1.009439,0.953790,0.936474
5.3150,1.859388,1.595583,1.778600,1.748544,1.550881,1.506183,1.616354,1.479430,1.677328,0.673409,0.614496,0.606383
5.3163,1.860918,1.595200,1.778695,1.749835,1.552747,1.510057,1.618271,1.480626,1.678187,0.580732,0.520947,0.520022
5.3175,1.858142,1.595393,1.777975,1.752036,1.555526,1.513119,1.621043,1.484547,1.679004,0.705623,0.645040,0.648437
5.3187,1.850913,1.596301,1.777308,1.755436,1.559163,1.515514,1.625018,1.491631,1.681109,1.046101,0.987828,0.993790
5.3200,1.840959,1.596445,1.775921,1.759120,1.563421,1.517716,1.629471,1.498957,1.683311,1.500949,1.447753,1.452533
5.3213,1.829330,1.596874,1.775969,1.762663,1.566056,1.517667,1.633059,1.506089,1.685227,1.988887,1.942025,1.941474
5.3225,1.821769,1.596972,1.777019,1.763570,1.566870,1.515755,1.633773,1.508717,1.684793,2.281014,2.237729,2.228859
5.3238,1.818275,1.596396,1.779268,1.763667,1.567440,1.514511,1.633730,1.508717,1.684170,2.344401,2.306391,2.293614
5.3250,1.816552,1.597117,1.782094,1.763476,1.567684,1.513793,1.633633,1.507904,1.683644,2.302901,2.268922,2.254138
5.3262,1.817795,1.597641,1.783722,1.763235,1.567922,1.513936,1.633295,1.506326,1.683311,2.200384,2.168231,2.153375
5.3275,1.819951,1.597975,1.785062,1.763044,1.568160,1.514653,1.632677,1.504553,1.682785,2.068284,2.036718,2.022500
5.3288,1.822057,1.598647,1.786879,1.763284,1.568974,1.515946,1.633059,1.503212,1.682545,1.930176,1.897198,1.884898
5.3300,1.826028,1.599937,1.787357,1.763044,1.569306,1.517475,1.633107,1.501348,1.683071,1.809864,1.774341,1.764663
5.3312,1.830095,1.601520,1.787599,1.762852,1.569788,1.518100,1.633010,1.499867,1.683408,1.690104,1.649103,1.640576
5.3325,1.838806,1.603384,1.787116,1.760221,1.568304,1.518149,1.630615,1.495461,1.681682,1.390022,1.341652,1.331794
